App,Package,Start Time,Duration,Filename
"System",,"Jun 1, 2018 @ 02:52:43 PM","1 min 30 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
41926,1,42020,1872168,42020,0,42026,34,
42026,1,42121,1872116,42120,0,42128,29,
42128,1,42222,1872068,42221,0,42227,25,
42228,1,42322,1872068,42321,0,42335,24,
42335,1,42422,1871816,42421,0,42428,19,
42428,1,42523,1872236,42522,0,42531,22,
42531,1,42624,1872348,42623,0,42636,26,
42636,1,42673,1872140,42672,0,42680,30,
42680,1,42776,1871988,42774,0,42803,22,
42804,1,42875,1872104,42874,0,42884,36,
42885,1,42976,1872128,42974,0,42990,23,
42990,1,43076,1872200,43075,0,43086,26,
43086,1,43175,1872308,43174,0,43184,27,
43184,1,43276,1872308,43275,0,43288,27,
43288,1,43376,1871976,43375,0,43384,33,
43385,1,43476,1871976,43475,0,43486,29,
43486,1,43576,1872032,43575,0,43584,39,
43584,1,43676,1872100,43676,0,43683,50,
43683,1,43777,1872100,43776,0,43799,30,
43800,1,43878,1872168,43877,0,43887,25,
43887,1,43977,1871956,43976,0,43989,25,
43989,1,44078,1872016,44077,0,44091,21,
44091,1,44178,1871792,44177,0,44200,23,
44200,1,44281,1871792,44278,0,44288,23,
44288,1,44382,1871916,44378,0,44390,12,
44391,1,44480,1871972,44479,0,44490,5,
44490,1,44580,1871972,44579,0,44586,5,
44586,1,44680,1871972,44679,0,44686,1,
44687,1,44784,1872032,44782,0,44795,15,
44795,1,44882,1871768,44881,0,44890,19,
44890,1,44983,1871748,44982,0,44990,15,
44990,1,45083,1871808,45082,0,45091,3,
45091,1,45184,1871808,45182,0,45190,3,
45190,1,45284,1871868,45283,0,45291,1,
45291,1,45384,1871928,45383,0,45390,1,
45391,1,45485,1871876,45483,0,45491,4,
45492,1,45593,1871936,45587,0,45610,23,
45610,1,45688,1871788,45687,0,45694,42,
45695,1,45789,1872084,45787,0,45796,25,
45797,1,45889,1872452,45888,0,45895,38,
45895,1,45991,1872452,45989,0,46010,27,
46010,1,46092,1872352,46089,0,46106,27,
46107,1,46192,1872352,46191,0,46203,23,
46203,1,46291,1872352,46289,0,46302,27,
46302,1,46393,1872548,46390,0,46399,35,
46399,1,46492,1872548,46491,0,46499,26,
46499,1,46592,1872548,46591,0,46599,20,
46600,1,46692,1872600,46691,0,46705,20,
46705,1,46792,1872548,46791,0,46803,19,
46803,1,46893,1872420,46892,0,46898,15,
46898,1,46993,1872384,46992,0,47003,24,
47003,1,47094,1872384,47093,0,47115,20,
47115,1,47194,1872460,47193,0,47202,32,
47202,1,47299,1872532,47294,0,47317,27,
47317,1,47395,1872532,47394,0,47421,29,
47421,1,47495,1872768,47494,0,47503,34,
47503,1,47596,1872844,47594,0,47607,24,
47607,1,47697,1872688,47695,0,47708,26,
47708,1,47799,1872848,47797,0,47822,33,
47823,1,47898,1872716,47896,0,47903,46,
47903,1,48001,1872716,47999,0,48018,26,
48018,1,48099,1872768,48098,0,48104,19,
48104,1,48200,1872768,48199,0,48208,10,
48208,1,48301,1872820,48299,0,48308,9,
48308,1,48400,1872820,48399,0,48407,7,
48407,1,48501,1872768,48500,0,48511,8,
48511,1,48602,1872820,48601,0,48618,18,
48618,1,48703,1872840,48700,0,48709,24,
48709,1,48802,1872964,48801,0,48808,6,
48809,1,48903,1872988,48902,0,48915,4,
48915,1,49003,1872936,49002,0,49010,5,
49010,1,49105,1872880,49103,0,49122,11,
49122,1,49204,1873060,49203,0,49210,31,
49210,1,49305,1872960,49304,0,49311,30,
49311,1,49405,1872928,49404,0,49414,33,
49414,1,49506,1872928,49505,0,49512,25,
49512,1,49607,1872988,49605,0,49620,15,
49621,1,49708,1872988,49706,0,49720,23,
49720,1,49810,1873096,49809,0,49832,17,
49833,1,49907,1873040,49906,0,49914,29,
49914,1,50008,1873036,50007,0,50019,26,
50020,1,50108,1873036,50107,0,50131,25,
50132,1,50208,1873056,50207,0,50220,38,
50221,1,50309,1873056,50307,0,50316,21,
50316,1,50409,1873112,50408,0,50423,18,
50424,1,50509,1873164,50508,0,50524,14,
50524,1,50610,1873164,50609,0,50617,9,
50617,1,50710,1873164,50709,0,50717,1,
50717,1,50811,1873164,50809,0,50838,11,
50839,1,50913,1872840,50910,0,50920,30,
50920,1,51016,1872840,51010,0,51029,17,
51030,1,51112,1872748,51110,0,51123,21,
51123,1,51212,1872928,51211,0,51223,24,
51223,1,51312,1873052,51311,0,51322,32,
