App,Package,Start Time,Duration,Filename
"System",,"May 31, 2018 @ 03:45:16 PM","1 min 41 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
13421,1,13515,1750508,13514,0,13532,4,
13533,1,13615,1750432,13614,0,13621,9,
13621,1,13716,1750432,13715,0,13730,5,
13730,1,13817,1750492,13816,0,13824,10,
13824,1,13918,1750572,13917,0,13926,6,
13926,1,14018,1750572,14017,0,14027,5,
14027,1,14119,1750572,14118,0,14129,6,
14129,1,14220,1750624,14219,0,14232,3,
14232,1,14322,1750268,14319,0,14328,11,
14328,1,14421,1750268,14420,0,14430,5,
14431,1,14522,1750324,14520,0,14531,4,
14531,1,14621,1750384,14620,0,14630,6,
14631,1,14726,1750384,14724,0,14736,3,
14736,1,14825,1750444,14823,0,14834,7,
14834,1,14924,1750448,14923,0,14930,7,
14930,1,15025,1750536,15024,0,15038,6,
15039,1,15125,1750328,15124,0,15130,9,
15130,1,15227,1750328,15225,0,15234,4,
15235,1,15327,1750384,15326,0,15335,6,
15335,1,15429,1750444,15427,0,15436,4,
15436,1,15529,1750504,15528,0,15537,4,
15537,1,15630,1750556,15629,0,15639,6,
15639,1,15730,1750608,15729,0,15747,3,
15748,1,15833,1750248,15830,0,15837,12,
15837,1,15932,1750296,15931,0,15939,9,
15939,1,16033,1750296,16032,0,16040,3,
16040,1,16133,1750356,16132,0,16140,6,
16140,1,16235,1749992,16234,0,16242,6,
16242,1,16336,1750164,16335,0,16344,6,
16344,1,16437,1750328,16436,0,16444,7,
16444,1,16538,1750500,16537,0,16549,4,
16549,1,16638,1750420,16637,0,16656,10,
16656,1,16740,1750420,16739,0,16747,6,
16747,1,16840,1750480,16839,0,16847,4,
16847,1,16941,1750516,16940,0,16948,4,
16949,1,17042,1750576,17041,0,17051,4,
17051,1,17143,1750628,17142,0,17151,5,
17151,1,17244,1750628,17243,0,17253,4,
17254,1,17345,1750328,17343,0,17353,12,
17353,1,17445,1750388,17444,0,17458,4,
17459,1,17547,1750388,17545,0,17554,4,
17554,1,17647,1750448,17646,0,17655,5,
17655,1,17749,1750508,17747,0,17757,6,
17757,1,17850,1750556,17849,0,17857,6,
17857,1,17950,1750608,17949,0,17958,4,
17958,1,18050,1750660,18049,0,18061,6,
18061,1,18150,1750476,18149,0,18156,9,
18156,1,18251,1750536,18250,0,18257,7,
18258,1,18351,1750536,18350,0,18369,3,
18370,1,18453,1750596,18452,0,18460,6,
18460,1,18554,1750780,18552,0,18561,20,
18561,1,18654,1750840,18653,0,18661,4,
18661,1,18755,1750896,18754,0,18765,4,
18766,1,18856,1750496,18854,0,18860,22,
18860,1,18957,1750496,18956,0,18963,5,
18964,1,19057,1750556,19056,0,19064,4,
19064,1,19158,1750568,19157,0,19169,4,
19170,1,19259,1750628,19258,0,19267,6,
19267,1,19360,1750688,19359,0,19369,6,
19370,1,19460,1750688,19459,0,19470,5,
19471,1,19561,1750740,19560,0,19578,6,
19579,1,19663,1750648,19661,0,19670,6,
19670,1,19763,1750648,19762,0,19771,6,
19772,1,19863,1750732,19862,0,19876,5,
19876,1,19965,1750732,19963,0,19974,3,
19974,1,20065,1750792,20064,0,20072,7,
20073,1,20166,1750852,20165,0,20176,6,
20176,1,20267,1750904,20265,0,20276,6,
20276,1,20367,1750552,20366,0,20372,12,
20373,1,20469,1750608,20467,0,20476,6,
20476,1,20569,1750668,20568,0,20576,4,
20576,1,20670,1750668,20669,0,20677,4,
20677,1,20771,1750728,20770,0,20783,4,
20783,1,20871,1750788,20870,0,20879,6,
20879,1,20972,1750844,20971,0,20979,6,
20979,1,21074,1750844,21071,0,21083,4,
21083,1,21173,1750672,21172,0,21180,9,
21181,1,21274,1750728,21273,0,21280,4,
21281,1,21375,1750788,21374,0,21382,11,
21383,1,21477,1750860,21475,0,21489,7,
21490,1,21577,1750496,21575,0,21583,8,
21584,1,21678,1750676,21676,0,21686,7,
21686,1,21778,1750888,21777,0,21790,9,
21790,1,21879,1750728,21877,0,21886,13,
21886,1,21980,1750728,21978,0,21986,4,
21986,1,22080,1750728,22079,0,22087,6,
22088,1,22181,1750788,22180,0,22188,6,
22188,1,22282,1750844,22280,0,22292,6,
22292,1,22383,1750844,22382,0,22391,8,
22391,1,22484,1750900,22483,0,22492,2,
22493,1,22585,1750952,22583,0,22602,15,
22602,1,22685,1750916,22684,0,22694,7,
22694,1,22786,1750972,22785,0,22794,4,
22794,1,22887,1750952,22886,0,22895,7,
22895,1,22988,1750952,22986,0,22995,4,
22996,1,23087,1751004,23086,0,23096,4,
23096,1,23189,1751056,23188,0,23197,5,
23198,1,23290,1751108,23288,0,23297,9,
23298,1,23392,1750804,23389,0,23397,13,
23397,1,23490,1750804,23490,0,23496,4,
23496,1,23592,1750864,23591,0,23597,6,
23598,1,23693,1750916,23691,0,23698,8,
23698,1,23794,1750916,23793,0,23801,4,
23802,1,23895,1750996,23894,0,23902,8,
23903,1,23945,1751048,23944,0,23954,0,
23955,1,24046,1751048,24044,0,24058,7,
24059,1,24146,1750948,24145,0,24154,12,
24154,1,24247,1751000,24246,0,24255,4,
24256,1,24348,1751052,24346,0,24359,6,
24359,1,24449,1751104,24447,0,24457,6,
24457,1,24549,1751156,24548,0,24557,7,
24558,1,24650,1751156,24649,0,24657,4,
24657,1,24750,1751208,24749,0,24763,5,
24763,1,24851,1750840,24850,0,24856,11,
24856,1,24953,1750840,24951,0,24959,6,
24959,1,25054,1750900,25052,0,25060,5,
25061,1,25154,1750900,25153,0,25164,3,
25164,1,25254,1750960,25253,0,25261,4,
25261,1,25356,1751020,25355,0,25363,6,
25364,1,25457,1751020,25456,0,25464,7,
25465,1,25557,1751072,25556,0,25581,7,
25581,1,25658,1750932,25657,0,25665,12,
25666,1,25759,1750932,25758,0,25767,8,
25767,1,25860,1751008,25859,0,25869,3,
25869,1,25961,1751060,25959,0,25972,7,
25972,1,26061,1751060,26060,0,26070,5,
26070,1,26162,1751112,26161,0,26170,4,
26170,1,26263,1751164,26262,0,26271,4,
26272,1,26366,1750820,26362,0,26371,18,
26371,1,26464,1750820,26463,0,26471,3,
26471,1,26565,1750880,26564,0,26572,5,
26573,1,26666,1750940,26665,0,26674,6,
26675,1,26768,1750992,26766,0,26779,7,
26779,1,26868,1750640,26867,0,26876,5,
26876,1,26969,1750848,26967,0,26977,5,
26977,1,27070,1751012,27068,0,27080,6,
27081,1,27170,1750984,27169,0,27177,9,
27177,1,27271,1750984,27269,0,27278,3,
