App,Package,Start Time,Duration,Filename
"System",,"Mar 16, 2018 @ 05:23:54 PM","3 min 58 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
13434,1,13530,1809800,13528,0,13543,31,
13543,1,13629,1810172,13628,0,13639,35,
13639,1,13729,1810412,13728,0,13744,30,
13745,1,13830,1815400,13829,0,13839,50,
13839,1,13930,1817308,13929,0,13941,41,
13942,1,14030,1820072,14029,0,14038,34,
14039,1,14131,1820164,14130,0,14136,30,
14136,1,14232,1820164,14231,0,14242,37,
14242,1,14333,1820284,14332,0,14341,35,
14342,1,14433,1820704,14432,0,14450,42,
14450,1,14534,1818968,14533,0,14545,91,
14546,1,14634,1819092,14633,0,14643,30,
14643,1,14734,1819092,14733,0,14744,29,
14744,1,14835,1821716,14834,0,14844,43,
14844,1,14935,1825192,14934,0,14944,46,
14944,1,15036,1830492,15035,0,15045,42,
15045,1,15136,1832256,15135,0,15148,32,
15148,1,15236,1832256,15235,0,15243,40,
15244,1,15342,1832288,15340,0,15350,35,
15351,1,15436,1832536,15435,0,15445,34,
15445,1,15537,1832536,15536,0,15549,35,
15550,1,15639,1832660,15637,0,15649,36,
15649,1,15740,1832380,15737,0,15749,39,
15750,1,15840,1834484,15838,0,15849,38,
15849,1,15940,1834284,15938,0,15948,36,
15948,1,16039,1835808,16038,0,16046,29,
16047,1,16140,1835864,16139,0,16147,27,
16148,1,16241,1836232,16240,0,16250,38,
16250,1,16341,1836652,16340,0,16356,31,
16357,1,16442,1836832,16440,0,16454,37,
16454,1,16543,1837080,16541,0,16550,46,
16550,1,16645,1837080,16642,0,16663,32,
16664,1,16744,1837744,16743,0,16751,49,
16751,1,16846,1841884,16844,0,16852,39,
16855,1,16945,1840412,16944,0,16951,43,
16951,1,17047,1841912,17045,0,17056,34,
17057,1,17146,1842152,17145,0,17157,37,
17157,1,17248,1842152,17247,0,17263,44,
17264,1,17347,1842316,17346,0,17356,51,
17356,1,17448,1842316,17447,0,17459,38,
17460,1,17549,1842316,17547,0,17559,26,
17559,1,17648,1843500,17647,0,17660,33,
17661,1,17748,1846540,17747,0,17755,37,
17756,1,17849,1848316,17848,0,17855,26,
17855,1,17950,1848316,17949,0,17972,29,
17974,1,18050,1848316,18049,0,18081,35,
18081,1,18150,1848440,18149,0,18160,55,
18160,1,18250,1848440,18249,0,18259,28,
18260,1,18352,1848424,18350,0,18366,36,
18366,1,18450,1848424,18450,0,18465,50,
18465,1,18551,1848424,18550,0,18567,51,
18567,1,18652,1848108,18651,0,18662,53,
18662,1,18702,1852004,18701,0,18711,41,
18712,1,18802,1855476,18801,0,18812,34,
18812,1,18904,1855176,18902,0,18916,23,
18916,1,19004,1854916,19002,0,19015,26,
19015,1,19105,1855028,19103,0,19120,26,
19121,1,19206,1855028,19204,0,19218,18,
19218,1,19305,1854840,19304,0,19312,2,
19312,1,19406,1854800,19405,0,19415,1,
19416,1,19507,1854984,19506,0,19514,11,
19515,1,19608,1854984,19607,0,19617,3,
19617,1,19710,1854712,19707,0,19717,11,
19717,1,19811,1854764,19810,0,19818,3,
19818,1,19910,1854764,19909,0,19917,4,
19917,1,20012,1854824,20010,0,20022,3,
20023,1,20112,1854824,20111,0,20118,3,
20119,1,20212,1855440,20211,0,20217,23,
20217,1,20313,1855536,20312,0,20318,29,
20318,1,20413,1855876,20412,0,20419,29,
20419,1,20514,1855784,20513,0,20518,30,
20519,1,20614,1856088,20613,0,20619,25,
20619,1,20715,1856336,20714,0,20720,25,
20720,1,20815,1856708,20814,0,20820,29,
20820,1,20916,1856708,20915,0,20921,30,
20921,1,21018,1856832,21016,0,21025,27,
21025,1,21117,1857824,21116,0,21123,30,
21123,1,21218,1858940,21217,0,21225,31,
21226,1,21318,1783340,21317,0,21327,82,
21327,1,21419,1783400,21418,0,21434,28,
21435,1,21520,1783460,21519,0,21528,38,
21528,1,21621,1783864,21620,0,21630,39,
21630,1,21721,1784156,21720,0,21731,38,
21731,1,21821,1784628,21820,0,21827,33,
21828,1,21922,1784808,21921,0,21929,30,
21930,1,22024,1785168,22022,0,22032,32,
22032,1,22127,1785308,22126,0,22132,37,
22133,1,22226,1785728,22225,0,22231,32,
22231,1,22327,1785628,22326,0,22332,30,
22333,1,22428,1785800,22427,0,22433,34,
22433,1,22529,1786648,22528,0,22535,30,
22535,1,22628,1788008,22627,0,22635,38,
22635,1,22730,1784820,22728,0,22735,25,
22738,1,22831,1784388,22829,0,22842,19,
22842,1,22933,1784264,22931,0,22944,20,
22944,1,23033,1784264,23032,0,23039,21,
23040,1,23133,1784264,23132,0,23143,25,
23143,1,23233,1783780,23232,0,23238,43,
23238,1,23335,1783736,23334,0,23342,6,
23342,1,23437,1784140,23434,0,23449,10,
23449,1,23536,1784548,23534,0,23545,38,
23545,1,23637,1786300,23635,0,23643,53,
23643,1,23737,1786352,23736,0,23744,42,
23703,0,23838,1786584,23837,0,23847,4,
23744,0,23938,1787096,23938,0,23943,25,
23847,0,24039,1787448,24038,0,24043,25,
23944,0,24140,1787684,24139,0,24145,29,
24044,0,24240,1787916,24239,0,24245,27,
24145,0,24341,1788200,24340,0,24349,27,
24246,0,24448,1787908,24441,0,24453,36,
24349,0,24541,1788244,24541,0,24547,27,
24453,0,24642,1788304,24641,0,24647,27,
24548,0,24743,1788356,24742,0,24748,27,
24647,0,24843,1789348,24842,0,24848,27,
24748,0,24944,1790596,24943,0,24950,25,
24848,0,25044,1786140,25044,0,25050,37,
24950,0,25147,1786140,25145,0,25158,1,
25050,0,25247,1786540,25245,0,25254,36,
25158,0,25347,1786696,25346,0,25362,81,
25254,0,25448,1786816,25447,0,25461,51,
25306,1,25549,1787008,25548,0,25561,52,
25362,1,25650,1787248,25648,0,25661,45,
25461,1,25750,1787532,25749,0,25764,55,
25561,1,25850,1788352,25849,0,25875,80,
25661,1,25951,1788976,25950,0,25983,79,
25764,1,26051,1789332,26050,0,26063,81,
25876,1,26151,1789812,26151,0,26167,72,
25983,1,26251,1790112,26251,0,26262,73,
26063,1,26355,1790384,26351,0,26366,85,
26167,1,26456,1790880,26454,0,26465,70,
26262,1,26556,1792244,26555,0,26566,59,
26366,1,26657,1788620,26655,0,26667,43,
26466,1,26758,1788516,26756,0,26767,31,
26566,1,26859,1788460,26857,0,26867,55,
26667,1,26959,1788964,26958,0,26965,51,
26767,1,27061,1788584,27060,0,27080,87,
26867,1,27162,1789064,27161,0,27171,91,
26965,1,27263,1789496,27262,0,27274,56,
27080,1,27363,1789716,27362,0,27374,63,
27171,1,27464,1789560,27462,0,27472,75,
27275,1,27565,1789136,27564,0,27576,62,
27374,1,27665,1789240,27664,0,27673,65,
27472,1,27765,1789852,27764,0,27774,57,
27576,1,27866,1789852,27865,0,27876,65,
27673,1,27972,1790216,27968,0,27981,62,
27774,1,28068,1791084,28066,0,28076,40,
27876,1,28168,1792324,28167,0,28176,33,
27981,1,28273,1793396,28268,0,28280,37,
28077,1,28374,1792976,28373,0,28383,70,
28176,1,28473,1790660,28469,0,28483,81,
28280,1,28572,1789564,28569,0,28580,46,
28383,1,28670,1795172,28669,0,28678,43,
28483,1,28771,1794996,28770,0,28777,14,
28581,1,28871,1795068,28870,0,28877,9,
28678,1,28971,1795124,28970,0,28977,9,
28777,1,29071,1795248,29070,0,29076,7,
28877,1,29172,1795144,29171,0,29178,11,
28977,1,29273,1794904,29271,0,29278,10,
29076,1,29372,1794788,29372,0,29377,8,
29178,1,29473,1794788,29472,0,29477,4,
29278,1,29573,1794848,29572,0,29577,2,
29377,1,29673,1794908,29672,0,29677,0,
29477,1,29773,1794908,29772,0,29778,4,
29577,1,29874,1794968,29873,0,29882,2,
29678,1,29974,1795020,29973,0,29980,4,
29778,1,30074,1794820,30073,0,30078,10,
29882,1,30174,1794880,30173,0,30178,0,
29980,1,30274,1794880,30273,0,30279,0,
30079,1,30375,1794940,30374,0,30379,0,
30178,1,30475,1795000,30474,0,30479,0,
30279,1,30576,1795420,30575,0,30580,20,
30379,1,30676,1795668,30675,0,30681,27,
30480,1,30776,1796040,30775,0,30786,30,
30581,1,30880,1795912,30876,0,30884,32,
30682,1,30977,1796144,30976,0,30982,27,
30786,1,31077,1796268,31076,0,31082,31,
30885,1,31178,1796640,31177,0,31185,25,
30982,1,31277,1796640,31277,0,31283,29,
31082,1,31379,1796016,31378,0,31383,27,
31185,1,31479,1796808,31478,0,31485,29,
31283,1,31581,1797932,31580,0,31590,35,
31384,1,31681,1794404,31680,0,31688,20,
31485,1,31781,1794420,31780,0,31786,11,
31590,1,31883,1794656,31881,0,31889,26,
31689,1,31984,1794656,31982,0,31990,3,
31786,1,32085,1794252,32083,0,32091,4,
31889,1,32186,1792960,32184,0,32195,9,
31990,1,32286,1792960,32285,0,32294,4,
32092,1,32387,1792876,32386,0,32397,5,
32195,1,32490,1792272,32486,0,32494,11,
32294,1,32588,1792272,32587,0,32596,7,
32397,1,32690,1791360,32688,0,32696,3,
32495,1,32789,1791480,32788,0,32796,5,
32596,1,32891,1791660,32890,0,32898,1,
